id,code,short_name,short_name_spelling,full_name,list_status_id,list_status,issuer,company_code,issue_start_date,issue_end_date,plan_raise_fund,actual_raise_fund,issue_par,issue_price,is_guarantee,fund_raising_purposes,list_declare_date,convert_price_reason,convert_price,convert_start_date,convert_end_date,convert_code,coupon,exchange_code,exchange,currency_id,coupon_type_id,coupon_type,coupon_frequency,payment_type_id,payment_type,par,repayment_period,bond_type_id,bond_type,bond_form_id,bond_form,list_date,delist_Date,interest_begin_date,maturity_date,interest_date,last_cash_date,cash_comment
27,125959,首钢转债,SGZZ,北京首钢股份有限公司可转换公司债券,301006,终止上市,北京首钢股份有限公司,000959.XSHE,2003-12-16,2003-12-16,200000.0,200000.0,100,100.0,1,,2003-12-26,"以公布募集说明书之日前30个交易日公司A股股票收盘价格的算术平均值为基础,上浮0.1%作为初始转股价格。",5.46,2004-06-16,2008-12-16,000959,,705002,深交所主板,人民币,701002,固定利率附息,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2003-12-31,2007-04-05,2003-12-16,2007-04-06,12-16,2007-04-06,
28,125069,侨城转债,QCZZ,深圳华侨城控股股份有限公司可转换公司债券,301006,终止上市,深圳华侨城股份有限公司,000069.XSHE,2003-12-31,2003-12-31,40000.0,40000.0,100,100.0,1,,2004-01-10,"以可转债募集说明书公布前30个交易日发行人A股股票收盘价格的算术平均值为基准,上浮1%确定",6.15,2004-07-01,2006-12-31,000069,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,36,703013,可转债,704001,记账式,2004-01-16,2005-04-21,2003-12-31,2005-04-22,12-31,2005-04-22,
29,110418,江淮转债,JHZZ,安徽江淮汽车股份有限公司可转换公司债券,301006,终止上市,安徽江淮汽车集团股份有限公司,600418.XSHG,2004-04-15,2004-04-15,88000.0,88000.0,100,100.0,1,,2004-04-24,"以公布募集说明书之日前30个交易日公司股票的平均收盘价格为基础,上浮0.1%作为初始转股价格。",16.65,2004-10-15,2009-04-14,600418,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2004-04-29,2005-12-16,2004-04-15,2006-07-10,04-15,2006-07-10,
30,110037,歌华转债,GHZZ,北京歌华有线电视网络股份有限公司可转换公司债券,301006,终止上市,北京歌华有线电视网络股份有限公司,600037.XSHG,2004-05-12,2004-05-12,125000.0,125000.0,100,100.0,1,,2004-05-21,"以公布募集说明书日前30个交易日本公司A股股票收盘价的算术平均值为基准,上浮0.1%,即22.57元",22.42,2004-11-12,2009-05-11,600037,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2004-05-28,2006-03-07,2004-05-12,2009-05-12,05-12,2009-05-12,
31,110317,营港转债,YGZZ,营口港务股份有限公司可转换公司债券,301006,终止上市,营口港务股份有限公司,600317.XSHG,2004-05-20,2004-05-20,70000.0,70000.0,100,100.0,1,,2004-05-29,"以本募集说明书公布前30个交易日股票平均收盘价10.05元/股为基准,上浮3%。",10.35,2004-11-20,2009-05-19,600317,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2004-06-03,2007-03-23,2004-05-20,2007-03-26,05-20,2007-03-26,
32,110874,创业转债,CYZZ,天津创业环保股份有限公司可转换公司债券,301006,终止上市,天津创业环保集团股份有限公司,600874.XSHG,2004-07-01,2004-07-01,120000.0,120000.0,100,100.0,1,,2004-07-12,"以公布募集说明书日前30个交易日本公司A股收盘价的算术平均值为基准,上浮0.5%",7.7,2005-07-01,2009-06-30,600874,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2004-07-19,2007-08-27,2004-07-01,2007-08-28,07-01,2007-08-28,
33,125932,华菱转债,HLZZ,湖南华菱管线股份有限公司可转换公司债券,301006,终止上市,湖南华菱钢铁股份有限公司,000932.XSHE,2004-07-16,2004-07-23,200000.0,200000.0,100,100.0,1,,2004-08-03,以公布募集说明书之日前30个交易日公司股票的平均收盘价格为基础上浮0.1%,5.01,2005-01-16,2009-07-16,000932,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2004-08-03,2007-05-30,2004-07-16,2007-05-31,07-16,2007-05-31,
34,125937,金牛转债,JNZZ,河北金牛能源股份有限公司可转换公司债券,301006,终止上市,冀中能源股份有限公司,000937.XSHE,2004-08-11,2004-08-11,70000.0,70000.0,100,100.0,1,,2004-08-20,以公布募集说明书之日前30个交易日公司A股股票的平均收盘价格为基础上浮0.1%,10.81,2005-02-11,2008-03-11,000937,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2004-08-26,2005-06-30,2004-08-11,2008-03-11,08-11,2008-03-11,
35,125822,海化转债,HHZZ,山东海化股份有限公司公开发行可转换公司债券,301006,终止上市,山东海化股份有限公司,000822.XSHE,2004-09-07,2004-09-07,100000.0,100000.0,100,100.0,1,,2004-09-21,以公告本募集说明书前30 个交易日“山东海化”股票收盘价的算术平均值7.14 元为基准上浮0.10%确定.,7.15,2005-03-07,2009-09-07,000822,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2004-09-23,2008-02-13,2004-09-07,2008-02-18,09-07,2008-02-18,
36,125488,晨鸣转债,CMZZ,山东晨鸣纸业集团股份有限公司发行可转换公司债券,301006,终止上市,山东晨鸣纸业集团股份有限公司,000488.XSHE,2004-09-15,2004-09-15,200000.0,200000.0,100,100.0,1,,2004-09-25,公布募集说明书之日前30个交易日公司人民币普通股(A股)股票的平均收盘价格为基准上浮3%。,9.99,2005-03-15,2009-09-15,000488,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2004-09-30,2007-05-11,2004-09-15,2007-05-14,09-15,2007-05-14,
37,126002,万科转2,WKZ2,万科企业股份有限公司可转换公司债券,301006,终止上市,万科企业股份有限公司,000002.XSHE,2004-09-24,2004-09-24,199000.0,199000.0,100,100.0,1,,2004-10-15,"以公布本募集说明书前三十个交易日公司A股股票平均收盘价格5.22元/股为基准,上浮5%",5.48,2005-03-24,2009-09-24,000002,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2004-10-18,2006-04-06,2004-09-24,2006-04-07,09-24,2006-04-07,
38,110219,南山转债,NSZZ,山东南山实业股份有限公司可转换公司债券,301006,终止上市,山东南山铝业股份有限公司,600219.XSHG,2004-10-19,2004-10-19,88300.0,88300.0,100,100.0,1,,2004-10-29,"以公布募集说明书之日前30个交易日公司股票的平均收盘价格为基础,上浮0.1%作为初始转股价格。",7.37,2005-04-19,2009-10-19,600219,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2004-11-03,2006-08-10,2004-10-19,2006-08-11,10-19,2006-08-11,
39,110036,招行转债,ZHZZ,招商银行股份有限公司可转换公司债券,301006,终止上市,招商银行股份有限公司,600036.XSHG,2004-11-10,2004-11-10,650000.0,650000.0,100,100.0,1,转股前50%左右用于支持优质企业的贷款项目，其余投资国债或其它金融产品。转股后对应的资金全部用于补充核心资本。转股增加的资本将用于拨付新设机构的营运资金、信息系统建设及购建固定资产，其余部分参与资金营运.,2004-11-23,"以公布募集说明书之日前30个交易日本行股票的算术平均收盘价9.067元为基础,上浮3%。",9.34,2005-05-10,2009-11-10,600036,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2004-11-29,2006-09-28,2004-11-10,2009-11-10,11-10,2009-11-10,
40,110010,钢联转债,GLZZ,内蒙古包钢钢联股份有限公司可转换公司债券,301006,终止上市,内蒙古包钢钢联股份有限公司,600010.XSHG,2004-11-10,2004-11-10,180000.0,180000.0,100,100.0,1,,2004-11-25,"以公布钢联转债募集说明书前三十个交易日公司股票的平均收盘价格为基准,上浮0.5%确定。",4.62,2005-05-10,2009-11-09,600010,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2004-11-25,2009-11-16,2004-11-10,2009-11-10,11-10,2009-11-10,
41,125009,宝安转债,BAZZ,深宝安可转换公司债券,301006,终止上市,中国宝安集团股份有限公司,000009.XSHE,1992-11-19,1992-12-31,50000.0,50000.0,5000,5000.0,0,"1、购买武汉南湖机场及其附近土地270万平方米
2、购买上海浦东陆家嘴金融贸易区土地1.28万平方米
3、合同签定，投资盐田港区卫星城基础设施2.5亿元，换得盐田港补偿33万平方米的商住土地；投资平盐铁路0.5亿元等",1993-02-07,转换价格为每25元面额的可转换债券可转换本公司1股人民币普通股。转换以“手”为单位进行。,19.39,1993-06-01,1995-12-31,000009,,705002,深交所主板,人民币,701002,固定利率附息,12,702002,按年付息,100.0,36,703013,可转债,704001,记账式,1993-02-10,1995-12-31,1993-01-01,1996-01-01,12-31,1996-01-01,
42,110325,华发转债,HFZZ,珠海华发实业股份有限公司可转换公司债券,301006,终止上市,珠海华发实业股份有限公司,600325.XSHG,2006-07-27,2006-07-27,43000.0,43000.0,100,100.0,1,"华发新城四期项目,华发新城三期项目",2007-08-10,,7.68,2007-01-29,2007-04-03,600325,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2006-08-11,2007-04-02,2006-07-27,2007-04-03,07-27,2007-04-03,
43,110423,柳化转债,LHZZ,柳州化工股份有限公司可转换公司债券,301006,终止上市,柳州化工股份有限公司,600423.XSHG,2006-07-28,2006-07-28,30700.0,30700.0,100,100.0,1,"合成气变换系统技术改造项目,合成氨冷冻系统技术改造项目,2台130t/h循环流化床锅炉,CO2汽提法年产30万吨大颗粒尿素生产装置",2006-08-09,,9.86,2007-01-29,2007-04-02,600423,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2006-08-10,2007-04-02,2006-07-28,2007-04-03,07-28,2007-04-03,
44,110398,凯诺转债,KNZZ,凯诺科技股份有限公司可转换公司债券,301006,终止上市,海澜之家集团股份有限公司,600398.XSHG,2006-08-15,2006-08-15,43000.0,43000.0,100,100.0,1,"实施信息化系统改造项目,引进设计软件及设备开发生产高档休闲服装技术改造项目,引进后整理关键设备提高产品档次技改项目,引进V4智能软件及关键设备建立服装设计加工平台扩大出口服装生产技术改造项目,引进CAD设计软件及关键设备生产特种防护服技术改造项目,引进关键设备生产高档免烫衬衫技术改造项目,江阴汇邦服饰有限公司二期工程项目,收购江阴成亨置业有限公司标准厂房及相关设施项目",2006-08-29,,4.96,2007-02-15,2007-10-15,600398,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2006-08-30,2007-10-15,2006-08-15,2007-10-16,08-15,2007-10-16,
45,125024,招商转债,ZSZZ,招商局地产控股股份有限公司可转换公司债券,301006,终止上市,招商局地产控股股份有限公司,000024.XSHE,2006-08-30,2006-08-30,151000.0,151000.0,100,100.0,1,本次募资用于公司房地产主营业务，包括兰溪谷二期(原半山海景花园二期)、花园城中心(原花园城二期)、依山郡(原招商东部花园城)和花园城三期2＃地块。,2010-09-08,以公布募集说明书之日前20个交易日公司A股股票交易均价和前1交易日均价二者较高者为基准上浮1%。,13.09,2007-03-01,2011-08-30,000024,1.0,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2006-09-11,2007-05-24,2006-08-30,2007-05-25,08-30,2007-05-25,
46,110488,天药转债,TYZZ,天津天药药业股份有限公司可转换公司债券,301006,终止上市,津药药业股份有限公司,600488.XSHG,2006-10-25,2006-10-25,39000.0,39000.0,100,100.0,1,"公司本次发行可转债所募集资金将全部用于投资建设年产500吨激素类原料
药中间体项目。",2006-11-09,以公告募集说明书前二十个交易日公司股票的交易均价为基础上浮1%和前一交易日均价二者中的较高者。,4.33,2007-04-25,2012-10-25,600488,1.52,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2006-11-10,2007-06-21,2006-10-25,2007-06-22,10-25,2007-06-22,
